ID;Syn;AnswerFungl;AnswerProlog;Question;RQuestion;Types;Fixed
779;(SBARQ (WHADVP (WRB Where)) (SQ (VBZ is) (NP (NP (DT the) (JJS lowest) (NN point)) (PP (IN in) (NP (DT the) (NNP US))))));answer(lowest(place(loc_2(countryid('usa')))));"answer(A,lowest(A,(place(A),loc(A,B),const(B,countryid(usa)))))";Where is the lowest point in the US;Where is the area with the fewest elevation in the US;location;1
780;(SBARQ (WHADVP (WRB Where)) (SQ (VBZ is) (NP (NP (DT the) (JJS lowest) (NN spot)) (PP (IN in) (NP (NNP Iowa))))));answer(lowest(place(loc_2(stateid('iowa')))));"answer(A,lowest(A,(place(A),loc(A,B),const(B,stateid(iowa)))))";Where is the lowest spot in Iowa;Where is the area with the fewest elevation in Iowa;location;1
781;(SBARQ (WHADVP (WRB Where)) (SQ (VBZ is) (NP (NP (DT the) (ADJP (RBS most) (JJ populated)) (NN area)) (PP (IN of) (NP (NNP New) (NNP Mexico))))));answer(largest_one(population_1(city(loc_2(stateid('new mexico'))))));"answer(A,largest(B,(population(A,B),city(A),loc(A,C),const(C,stateid('new mexico')))))";Where is the most populated area of New Mexico;Where is the area with the biggest population in New Mexico;location;1
782;(SBARQ (WHADVP (WRB Where)) (SQ (VBZ is) (NP (DT the) (JJS smallest) (NN city))));answer(loc_1(smallest(city(all))));"answer(A,(loc(B,A),smallest(B,city(B))))";Where is the smallest city;Where is the city with the smallest size;location;1
783;(SBARQ (WHNP (WDT Which) (NNS capitals)) (SQ (VBP are) (PP (IN in) (NP (NP (DT the) (NNS states)) (SBAR (WHNP (WDT that)) (S (VP (VBP border) (NP (NNP Texas)))))))));answer(capital(loc_2(state(next_to_2(stateid('texas'))))));"answer(A,(capital(A),loc(A,B),state(B),next_to(B,C),const(C,stateid(texas))))";Which capitals are in the states that border Texas;Which capitals are inside the states that intersect with texas;object;2
784;(SBARQ (WHNP (WDT Which) (NNS capitals)) (SQ (VBP are) (RB not) (NP (JJ major) (NNS cities))));"answer(exclude(capital(all), major(city(all))))";"answer(A,(capital(A),not((major(A),city(A)))))";Which capitals are not major cities;Which capitals are not major cities;object;2
785;(SBARQ (WHNP (WHNP (WDT Which) (NN city)) (PP (IN in) (NP (NNP California)))) (SQ (VP (VBZ has) (NP (DT the) (JJS largest) (NN population)))));answer(largest_one(population_1(city(loc_2(stateid('california'))))));"answer(A,largest(B,(city(A),loc(A,C),const(C,stateid(california)),population(A,B))))";Which city in California has the largest population;Which city has the biggest population in California;object;2
786;(SBARQ (WHNP (WDT Which)) (SQ (VBZ is) (NP (NP (DT the) (NN density)) (PP (IN of) (NP (NP (DT the) (NN state)) (SBAR (WHNP (WDT that)) (S (NP (NP (DT the) (JJS largest) (NN river)) (PP (IN in) (NP (DT the) (NNP United) (NNPS States)))) (VP (VBZ runs) (PP (IN through))))))))));answer(density_1(state(traverse_1(longest(river(loc_2(countryid('usa'))))))));"answer(A,(density(B,A),state(B),longest(C,(river(C),loc(C,D),const(D,countryid(usa)))),traverse(C,B)))";Which is the density of the state that the largest river in the United States runs through;What is the population density of the state that intersects with the river that has the longest length in the United States;amount;0
787;(SBARQ (WHNP (WDT Which)) (SQ (VBZ is) (NP (NP (DT the) (JJS highest) (NN peak)) (RB not) (PP (IN in) (NP (NNP Alaska))))));"answer(highest(exclude(mountain(all),  loc_2(stateid('alaska')))))";"answer(A,highest(A,(mountain(A),not((loc(A,B),const(B,stateid(alaska)))))))";Which is the highest peak not in Alaska;Which peak has the biggest elevation and outside of alaska;object;0
788;(SBARQ (WHNP (WDT Which)) (SQ (VBZ is) (NP (NP (DT the) (JJS longest) (NN river)) (PP (IN in) (NP (NNP USA))))));answer(longest(river(loc_2(countryid('usa')))));"answer(A,longest(A,(river(A),loc(A,B),const(B,countryid(usa)))))";Which is the longest river in USA;Which river has the biggest length in USA;object;2
789;(SBARQ (WHNP (WDT Which)) (SQ (VBZ is) (NP (NP (DT the) (JJS lowest) (NN point)) (PP (IN of) (NP (NP (DT the) (NNS states)) (SBAR (WHNP (WDT that)) (S (NP (DT the) (NNP Mississippi)) (VP (VBZ runs) (PP (IN through))))))))));answer(lowest(place(loc_2(state(traverse_1(riverid('mississippi')))))));"answer(B,lowest(B,(place(B),loc(B,A),state(A),const(C,riverid(mississippi)),traverse(C,A))))";Which is the lowest point of the states that the Mississippi runs through;Where is the area with the lowest elevation and inside the states that intersect with mississippi river;location;0
790;(SBARQ (WHNP (WDT Which)) (SQ (VBZ is) (NP (DT the) (JJS shortest) (NN river))));answer(shortest(river(all)));"answer(A,shortest(A,river(A)))";Which is the shortest river;Which river has the smallest length;object;2
791;(SBARQ (WHNP (WDT Which)) (SQ (VBZ is) (NP (DT the) (JJS smallest) (NN state))));answer(smallest(state(all)));"answer(A,smallest(A,state(A)))";Which is the smallest state;Which state has the smallest size;object;2
792;(SBARQ (WHNP (WHNP (WDT Which)) (PP (IN of) (NP (NP (DT the) (NNS states)) (VP (VBG bordering) (NP (NNP Pennsylvania)))))) (SQ (VP (VBZ has) (NP (DT the) (JJS largest) (NN population)))));answer(largest_one(population_1(state(next_to_2(stateid('pennsylvania'))))));"answer(A,largest(B,(state(A),next_to(A,C),const(C,stateid(pennsylvania)),population(A,B))))";Which of the states bordering Pennsylvania has the largest population;Which state has the biggest population and intersects with pennsylvania;object;2
793;(SBARQ (WHNP (WDT Which) (NN river)) (SQ (VP (VBZ goes) (PP (IN through) (NP (DT the) (JJS most) (NNS states))))));answer(most(river(traverse_2(state(all)))));"answer(A,most(A,B,(river(A),traverse(A,B),state(B))))";Which river goes through the most states;Which river intersects with the biggest number of states;object;0
794;(SBARQ (WHNP (WDT Which) (NN river)) (SQ (VP (VBZ runs) (PP (IN through) (NP (JJS most) (NNS states))))));answer(most(river(traverse_2(state(all)))));"answer(A,most(A,B,(river(A),traverse(A,B),state(B))))";Which river runs through most states;Which river intersects with the biggest number of states;object;0
795;(SBARQ (WHNP (WDT Which) (NN river)) (SQ (VP (VBZ runs) (PP (IN through) (NP (DT the) (JJS most) (NNS states))))));answer(most(river(traverse_2(state(all)))));"answer(A,most(A,B,(river(A),traverse(A,B),state(B))))";Which river runs through the most states;Which river intersects with the biggest number of states;object;0
796;(SBARQ (WHNP (WDT Which) (NN river)) (SQ (VP (VBZ traverses) (NP (JJS most) (NNS states)))));answer(most(river(traverse_2(state(all)))));"answer(A,most(A,B,(river(A),traverse(A,B),state(B))))";Which river traverses most states;Which river intersects with the biggest number of states;object;0
797;(SBARQ (WHNP (WDT Which) (NNS rivers)) (SQ (VBP are) (PP (IN in) (NP (NNP Alaska)))));answer(river(loc_2(stateid('alaska'))));"answer(A,(river(A),loc(A,B),const(B,stateid(alaska))))";Which rivers are in Alaska;Which rivers are in alaska;object;2
798;(SBARQ (WHNP (WDT Which) (NNS rivers)) (SQ (VBP do) (RB not) (VP (VB run) (PP (IN through) (NP (NNP Texas))))));"answer(exclude(river(all), traverse_2(stateid('texas'))))";"answer(A,(river(A),not((traverse(A,B),const(B,stateid(texas))))))";Which rivers do not run through Texas;What are the rivers that not intersect with usa;object;1
799;(SBARQ (WHNP (WDT Which) (NNS rivers)) (SQ (VBP do) (RB not) (VP (VB run) (PP (IN through) (NP (NNP USA))))));"answer(exclude(river(all), traverse_2(countryid('usa'))))";"answer(A,(river(A),not((traverse(A,B),const(B,countryid(usa))))))";Which rivers do not run through USA;What are the rivers that not intersect with usa;object;1
800;(SBARQ (WHNP (WDT Which) (NNS rivers)) (SQ (VP (VBP flow) (PP (IN through) (NP (NNP Alaska))))));answer(river(traverse_2(stateid('alaska'))));"answer(A,(river(A),traverse(A,B),const(B,stateid(alaska))))";Which rivers flow through Alaska;Which rivers are in alaska;object;2
801;(SBARQ (WHNP (WDT Which) (NNS rivers)) (SQ (VP (VBP run) (PP (IN through) (NP (NP (NNS states)) (VP (VBG bordering) (NP (NNP New) (NNP Mexico))))))));answer(river(traverse_2(state(next_to_2(stateid('new mexico'))))));"answer(A,(river(A),traverse(A,B),state(B),next_to(B,C),const(C,stateid('new mexico'))))";Which rivers run through states bordering New Mexico;Which rivers intersect with states that intersect with new mexico;object;0
802;(SBARQ (WHNP (WDT Which) (NNS rivers)) (SQ (VP (VBP run) (PP (IN through) (NP (NP (NNS states)) (SBAR (WHNP (WDT that)) (S (VP (VBP border) (NP (NP (DT the) (NN state)) (PP (IN with) (NP (NP (DT the) (NN capital)) (NP (NNP Austin)))))))))))));"answer(river(traverse_2(state(next_to_2(state(loc_1(capital(cityid('austin', _)))))))))";"answer(A,(river(A),traverse(A,B),state(B),next_to(B,C),state(C),loc(D,C),capital(D),const(D,cityid(austin,_))))";Which rivers run through states that border the state with the capital Austin;Which rivers intersect with states that intersect with the state that contains austin captial;object;0
803;(SBARQ (WHNP (WDT Which) (NNS rivers)) (SQ (VP (VBP run) (PP (IN through) (NP (NP (NNS states)) (PP (IN with) (NP (JJS fewest) (NNS cities))))))));answer(river(traverse_2(fewest(state(loc_1(city(all)))))));"answer(A,(river(A),traverse(A,B),fewest(B,C,(state(B),loc(C,B),city(C)))))";Which rivers run through states with fewest cities;Which rivers intersect with states that have the fewest number of cities;object;0
804;(SBARQ (WHNP (WDT Which) (NNS rivers)) (SQ (VP (VBP run) (PP (IN through) (NP (NP (DT the) (NN state)) (PP (IN with) (NP (NP (DT the) (JJS largest) (NN city)) (PP (IN in) (NP (DT the) (NNP US))))))))));answer(river(traverse_2(state(loc_1(largest(city(loc_2(countryid('usa')))))))));"answer(A,(river(A),traverse(A,B),state(B),loc(C,B),largest(C,(city(C),loc(C,D),const(D,countryid(usa))))))";Which rivers run through the state with the largest city in the US;Which rivers intersect with the state with the biggest city in the US;object;0
805;(SBARQ (WHNP (WDT Which) (NNS rivers)) (SQ (VP (VBP run) (PP (IN through) (NP (NP (DT the) (NN state)) (PP (IN with) (NP (NP (DT the) (JJS lowest) (NN elevation)) (PP (IN in) (NP (DT the) (NNP USA))))))))));answer(river(traverse_2(state(loc_1(lowest(place(loc_2(countryid('usa')))))))));"answer(A,(river(A),traverse(A,B),state(B),loc(C,B),lowest(C,(place(C),loc(C,D),const(D,countryid(usa))))))";Which rivers run through the state with the lowest elevation in the USA;Which rivers intersect with the state with the lowest elevation in the USA;object;0
806;(SBARQ (WHNP (WDT Which) (NN state)) (SQ (VP (VBP border) (NP (NNP Kentucky)))));answer(state(next_to_2(stateid('kentucky'))));"answer(A,(state(A),next_to(A,B),const(B,stateid(kentucky))))";Which state borders Kentucky;Which state intersects with kentucky;object;2
807;(SBARQ (WHNP (WDT Which) (NN state)) (SQ (VP (VBZ borders) (NP (NNP Florida)))));answer(state(next_to_2(stateid('florida'))));"answer(A,(state(A),next_to(A,B),const(B,stateid(florida))))";Which state borders Florida;Which state intersects with florida;object;2
808;(SBARQ (WHNP (WDT Which) (NN state)) (SQ (VP (VBZ borders) (NP (NNP Hawaii)))));answer(state(next_to_2(stateid('hawaii'))));"answer(A,(state(A),next_to(A,B),const(B,stateid(hawaii))))";Which state borders Hawaii;Which state intersects with hawaii;object;2
809;(SBARQ (WHNP (WDT Which) (NN state)) (SQ (VP (VBZ borders) (NP (JJS most) (NNS states)))));answer(most(state(next_to_2(state(all)))));"answer(A,most(A,B,(state(A),next_to(A,B),state(B))))";Which state borders most states;Which state intersects with the biggest number of states;object;0
810;(SBARQ (WHNP (WDT Which) (NN state)) (SQ (VP (VBZ borders) (NP (DT the) (JJS most) (NNS states)))));answer(most(state(next_to_2(state(all)))));"answer(A,most(A,B,(state(A),next_to(A,B),state(B))))";Which state borders the most states;Which state intersects with the biggest number of states;object;0
811;(SBARQ (WHNP (WDT Which) (NN state) (NN capital)) (SQ (VP (VBZ has) (NP (DT the) (JJS smallest) (NN population)))));answer(smallest_one(population_1(capital(all))));"answer(A,smallest(B,(capital(A),population(A,B))))";Which state capital has the smallest population;Which capital has the smallest population;object;1
812;(SBARQ (WHNP (WDT Which) (NN state)) (SQ (VP (VBZ contains) (NP (JJS most) (NNS rivers)))));answer(most(state(loc_1(river(all)))));"answer(A,most(A,B,(state(A),loc(B,A),river(B))))";Which state contains most rivers;Which state contains the biggest number of rivers;object;0
813;(SBARQ (WHNP (WDT Which) (NN state)) (SQ (VP (VBZ has) (NP (DT the) (JJS biggest) (NN population)))));answer(largest_one(population_1(state(all))));"answer(A,largest(B,(state(A),population(A,B))))";Which state has the biggest population;Which state has the biggest population;object;2
814;(SBARQ (WHNP (WDT Which) (NN state)) (SQ (VP (VBZ has) (NP (DT the) (JJS greatest) (NN density)))));answer(largest_one(density_1(state(all))));"answer(A,largest(B,(state(A),density(A,B))))";Which state has the greatest density;Which state has the biggest density;object;2
815;(SBARQ (WHNP (WDT Which) (NN state)) (SQ (VP (VBZ has) (NP (DT the) (JJS greatest) (NN population)))));answer(largest_one(population_1(state(all))));"answer(A,largest(B,(state(A),population(A,B))))";Which state has the greatest population;Which state has the biggest population;object;2
816;(SBARQ (WHNP (WDT Which) (NN state)) (SQ (VP (VBZ has) (NP (DT the) (JJS highest) (NN elevation)))));answer(state(loc_1(highest(place(all)))));"answer(A,(state(A), loc(B,A), highest(B,(place(B)))))";Which state has the highest elevation;Which state has the biggest elevation;object;2
817;(SBARQ (WHNP (WDT Which) (NN state)) (SQ (VP (VBZ has) (NP (NP (DT the) (JJS highest) (NN peak)) (PP (IN in) (NP (DT the) (NN country)))))));answer(state(loc_1(highest(place(all)))));"answer(A,(state(A),loc(B,A),highest(B,(mountain(B)))))";Which state has the highest peak in the country;Which state has the biggest elevation;object;2
818;(SBARQ (WHNP (WDT Which) (NN state)) (SQ (VP (VBZ has) (NP (DT the) (JJS highest) (NN point)))));answer(state(loc_1(highest(place(all)))));"answer(A,(state(A),loc(B,A),highest(B,place(B))))";Which state has the highest point;Which state has the biggest elevation;object;2
819;(SBARQ (WHNP (WDT Which) (NN state)) (SQ (VP (VBZ has) (NP (DT the) (JJS highest) (NN population) (NN density)))));answer(largest_one(density_1(state(all))));"answer(A,largest(B,(state(A),density(A,B))))";Which state has the highest population density;Which state has the biggest population density;object;2
820;(SBARQ (WHNP (WDT Which) (NN state)) (SQ (VP (VBZ has) (NP (DT the) (JJS largest) (NN city)))));answer(state(loc_1(largest(city(all)))));"answer(A,(state(A),loc(B,A),largest(B,(city(B)))))";Which state has the largest city;Which state has the city with the biggest population;object;0
821;(SBARQ (WHNP (WDT Which) (NN state)) (SQ (VP (VBZ has) (NP (DT the) (JJS largest) (NN density)))));answer(largest_one(density_1(state(all))));"answer(A,largest(B,(state(A),density(A,B))))";Which state has the largest density;Which state has the biggest density;object;2
822;(SBARQ (WHNP (WDT Which) (NN state)) (SQ (VP (VBZ has) (NP (DT the) (JJS least) (NN population) (NN density)))));answer(smallest_one(density_1(state(all))));"answer(A,smallest(B,(state(A),density(A,B))))";Which state has the least population density;Which state has the fewest population density;object;2
823;(SBARQ (WHNP (WDT Which) (NN state)) (SQ (VP (VBZ has) (NP (DT the) (JJS longest) (NN river)))));answer(state(loc_1(longest(river(all)))));"answer(A,(state(A),loc(B,A),longest(B,(river(B)))))";Which state has the longest river;Which state has the river with the biggest length;object;0
824;(SBARQ (WHNP (WDT Which) (NN state)) (SQ (VP (VBZ has) (NP (DT the) (JJS lowest) (NN elevation)))));answer(state(loc_1(lowest(place(all)))));"answer(A,(state(A),loc(B,A),lowest(B,place(B))))";Which state has the lowest elevation;Which state has the smallest elevation;object;2
825;(SBARQ (WHNP (WDT Which) (NN state)) (SQ (VP (VBZ has) (NP (NP (DT the) (JJS lowest) (NN point)) (SBAR (WHNP (WDT that)) (S (VP (VBZ borders) (NP (NNP Idaho)))))))));answer(state(loc_1(lowest(place(loc_2(next_to_2(stateid('idaho'))))))));"answer(D,(state(D),loc(B,D),lowest(B,(place(B), state(A), loc(B,A), next_to(A,C),const(C,stateid(idaho))))))";Which state has the lowest point that borders Idaho;Which state has the lowest elevation that intersects with Idaho;object;0
826;(SBARQ (WHNP (WDT Which) (NN state)) (SQ (VP (VBZ has) (NP (DT the) (JJS lowest) (NN population) (NN density)))));answer(smallest_one(density_1(state(all))));"answer(A,smallest(B,(state(A),density(A,B))))";Which state has the lowest population density;Which state has the smallest population density;object;2
